asset_id,subject_id,asset_type,priority,source_prompt_path,reference_asset_ids,source_lock_ids,unity_import_path,size,status,consistency_notes
thecat_ui_blessing_dominion_sandglass_seal_128_v001,authority_dominion_sandglass_seal,icon,P0,design/development/prompts/p0_authority_blessing_seals.md,thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_blessing_dominion_sandglass_seal_128_v001.png,128x128,generated,Deterministic non-cat P0 authority blessing seal for Moon-Sand Dominion using sandglass moon and eye symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_blessing_rhythm_lullaby_seal_128_v001,authority_rhythm_lullaby_seal,icon,P0,design/development/prompts/p0_authority_blessing_seals.md,thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_blessing_rhythm_lullaby_seal_128_v001.png,128x128,generated,Deterministic non-cat P0 authority blessing seal for Lullaby Rhythm using crescent bell and sleep-wave symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_vfx_hit_spark_256_v001,hit_spark,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/VFX/thecat_vfx_hit_spark_256_v001.png,256x256,generated,Deterministic transparent P0 hit spark VFX for skill hits and cat pressure feedback using status icon palette; contains no cat body derivative.
thecat_vfx_bed_shield_pulse_256_v001,bed_shield_pulse,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/VFX/thecat_vfx_bed_shield_pulse_256_v001.png,256x256,generated,Deterministic transparent P0 shield pulse VFX for bed shield and Shield status feedback using silver moon barrier language; contains no cat body derivative.
thecat_vfx_sleep_stable_wave_256_v001,sleep_stable_wave,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/VFX/thecat_vfx_sleep_stable_wave_256_v001.png,256x256,generated,Deterministic transparent P0 Sleep Stable wave VFX for owner sleep restoration and victory feedback using light-blue breathing waves; contains no cat body derivative.
thecat_vfx_litter_cleanse_256_v001,litter_cleanse,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_bedroomdream_anchor_1920x1080_v001,,Assets/TheCat/Art/VFX/thecat_vfx_litter_cleanse_256_v001.png,256x256,generated,Deterministic transparent P0 litter box cleanse VFX for poop relief interaction feedback using Bedroom Dream prop palette; contains no cat body derivative.
thecat_vfx_feeder_kibble_256_v001,feeder_kibble,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_bedroomdream_anchor_1920x1080_v001,,Assets/TheCat/Art/VFX/thecat_vfx_feeder_kibble_256_v001.png,256x256,generated,Deterministic transparent P0 feeder kibble VFX for hunger relief interaction feedback using Bedroom Dream prop palette; contains no cat body derivative.
thecat_vfx_enemy_mark_ring_256_v001,enemy_mark_ring,vfx,P0,design/development/prompts/p0_battle_feedback_vfx_assets.md,thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/VFX/thecat_vfx_enemy_mark_ring_256_v001.png,256x256,generated,Deterministic transparent P0 enemy mark ring VFX for Mark/status target feedback using paw-crosshair language; contains no cat body derivative.
thecat_ui_node_shop_summary_banner_512x160_v001,shop_node_summary_banner,banner,P0,design/development/prompts/p0_nonbattle_node_summary_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_shop_frame_512x256_v001;thecat_ui_route_shop_icon_128_v001;thecat_ui_choice_purchase_supply_icon_128_v001;thecat_ui_reward_fishtreat_icon_128_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_node_shop_summary_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 route node summary banner for shop surfaces using fish-gold supply bag coin and shelf symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_node_dreamevent_summary_banner_512x160_v001,dream_event_node_summary_banner,banner,P0,design/development/prompts/p0_nonbattle_node_summary_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_dreamevent_frame_512x256_v001;thecat_ui_route_dreamevent_icon_128_v001;thecat_ui_choice_dreamevent_modifier_icon_128_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_node_dreamevent_summary_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 route node summary banner for dream event surfaces using moon-cloud split risk reward arrows and purple-cyan motes; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_node_restnest_summary_banner_512x160_v001,rest_nest_node_summary_banner,banner,P0,design/development/prompts/p0_nonbattle_node_summary_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_restnest_frame_512x256_v001;thecat_ui_route_restnest_icon_128_v001;thecat_ui_choice_rest_supply_icon_128_v001;thecat_ui_core_sleep_icon_64_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_node_restnest_summary_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 route node summary banner for rest-nest recovery surfaces using crescent nest sleep wave and recovery plus symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_shop_item_bed_patch_card_384x160_v001,shop_bed_patch,card,P0,design/development/prompts/p0_shop_item_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_shop_frame_512x256_v001;thecat_ui_node_shop_summary_banner_512x160_v001;thecat_ui_core_sleep_icon_64_v001;thecat_ui_choice_purchase_supply_icon_128_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_shop_item_bed_patch_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 shop item card for shop_bed_patch using patched pillow sleep meter and fish-cost symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_shop_item_litter_sachet_card_384x160_v001,shop_litter_sachet,card,P0,design/development/prompts/p0_shop_item_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_shop_frame_512x256_v001;thecat_ui_node_shop_summary_banner_512x160_v001;thecat_ui_core_poop_icon_64_v001;thecat_ui_choice_purchase_supply_icon_128_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_shop_item_litter_sachet_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 shop item card for shop_litter_sachet using clean scoop sachet and poop-pressure relief symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_shop_item_late_kibble_card_384x160_v001,shop_late_kibble,card,P0,design/development/prompts/p0_shop_item_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_shop_frame_512x256_v001;thecat_ui_node_shop_summary_banner_512x160_v001;thecat_ui_core_hunger_icon_64_v001;thecat_ui_choice_purchase_supply_icon_128_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_shop_item_late_kibble_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 shop item card for shop_late_kibble using kibble pouch feeder bowl and hunger safe-line symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_shop_item_free_sample_card_384x160_v001,shop_free_sample,card,P0,design/development/prompts/p0_shop_item_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_shop_frame_512x256_v001;thecat_ui_node_shop_summary_banner_512x160_v001;thecat_ui_reward_fishtreat_icon_128_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_shop_item_free_sample_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 shop item card for shop_free_sample using fish treat free sample tag and gentle shop sparkle symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_dreamevent_clear_notifications_card_384x160_v001,dream_event_clear_notifications,card,P0,design/development/prompts/p0_dream_event_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_dreamevent_frame_512x256_v001;thecat_ui_node_dreamevent_summary_banner_512x160_v001;thecat_ui_choice_dreamevent_modifier_icon_128_v001;thecat_ui_reward_fishtreat_icon_128_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_dreamevent_clear_notifications_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 dream-event choice card for dream_event_clear_notifications using red notification dots message cards sweep arrow and fish reward symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_dreamevent_catnip_residue_card_384x160_v001,dream_event_catnip_residue,card,P0,design/development/prompts/p0_dream_event_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_dreamevent_frame_512x256_v001;thecat_ui_node_dreamevent_summary_banner_512x160_v001;thecat_ui_choice_dreamevent_modifier_icon_128_v001;thecat_ui_reward_detail_risk_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_dreamevent_catnip_residue_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 dream-event choice card for dream_event_catnip_residue using purple residue cloud skill-damage-up arrow and poop-growth warning symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_dreamevent_mark_all_read_card_384x160_v001,dream_event_mark_all_read,card,P0,design/development/prompts/p0_dream_event_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_dreamevent_frame_512x256_v001;thecat_ui_node_dreamevent_summary_banner_512x160_v001;thecat_ui_choice_dreamevent_modifier_icon_128_v001;thecat_ui_core_sleep_icon_64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_dreamevent_mark_all_read_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 dream-event choice card for dream_event_mark_all_read using stacked message cards check mark and owner sleep stabilization symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_restnest_recovery_card_384x160_v001,rest_nest_recovery,card,P0,design/development/prompts/p0_rest_nest_recovery_card.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_restnest_frame_512x256_v001;thecat_ui_node_restnest_summary_banner_512x160_v001;thecat_ui_choice_rest_supply_icon_128_v001;thecat_ui_core_sleep_icon_64_v001;thecat_ui_core_poop_icon_64_v001;thecat_ui_core_hunger_icon_64_v001;thecat_ui_core_hp_icon_64_v001;thecat_ui_reward_detail_recovery_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_restnest_recovery_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 RestNest recovery card for rest_nest_recovery using crescent nest repaired bedline sleep-wave restore poop-down hunger safe-line and HP plus symbols; contains no cat body derivative and does not derive from starter cat markings.
thecat_ui_partner_shadowmaru_preview_card_384x160_v001,partner_shadowmaru_preview,card,P0,design/development/prompts/p0_partner_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_partner_frame_512x256_v001;thecat_ui_route_partner_icon_128_v001;thecat_ui_choice_partner_recruit_icon_128_v001;thecat_ui_reward_fishtreat_icon_128_v001;thecat_ui_reward_detail_gain_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_partner_shadowmaru_preview_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 partner choice card for partner_shadowmaru_preview using shadow contract linked dream path invite arrow and night-fish reward symbols; contains no cat body derivative does not define Shadowmaru body art and does not derive from starter cat markings.
thecat_ui_partner_duplicate_supply_card_384x160_v001,partner_preview_duplicate_supply,card,P0,design/development/prompts/p0_partner_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_partner_frame_512x256_v001;thecat_ui_route_partner_icon_128_v001;thecat_ui_choice_partner_recruit_icon_128_v001;thecat_ui_reward_fishtreat_icon_128_v001;thecat_ui_reward_detail_gain_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_partner_duplicate_supply_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 partner duplicate fallback card for partner_preview_duplicate_supply using linked circles conversion arrow and night-fish supply symbols; contains no cat body derivative does not define Shadowmaru body art and does not derive from starter cat markings.
thecat_ui_blessing_oath_bedline_card_384x160_v001,blessing_authority_oath_bedline,card,P0,design/development/prompts/p0_blessing_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_ui_route_blessing_icon_128_v001;thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_choice_authority_upgrade_icon_128_v001;thecat_ui_blessing_oath_bedline_seal_128_v001;thecat_ui_reward_detail_gain_badge_192x64_v001;thecat_ui_reward_detail_upgrade_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_blessing_oath_bedline_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 authority blessing choice card for Oath Bedline using bedline shield knockback wave and oath seal symbols; contains no cat body derivative and does not derive from starter cat colored turnaround markings or costume props.
thecat_ui_blessing_dominion_sandglass_card_384x160_v001,blessing_authority_dominion_sandglass,card,P0,design/development/prompts/p0_blessing_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_ui_route_blessing_icon_128_v001;thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_choice_authority_upgrade_icon_128_v001;thecat_ui_blessing_dominion_sandglass_seal_128_v001;thecat_ui_reward_detail_gain_badge_192x64_v001;thecat_ui_reward_detail_upgrade_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_blessing_dominion_sandglass_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 authority blessing choice card for Moon-Sand Dominion using moon sandglass slow ring and mark-eye symbols; contains no cat body derivative and does not derive from starter cat colored turnaround markings or costume props.
thecat_ui_blessing_rhythm_lullaby_card_384x160_v001,blessing_authority_rhythm_lullaby,card,P0,design/development/prompts/p0_blessing_choice_cards.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_routecard_blessing_frame_512x256_v001;thecat_ui_route_blessing_icon_128_v001;thecat_ui_choice_authority_blessing_icon_128_v001;thecat_ui_choice_authority_upgrade_icon_128_v001;thecat_ui_blessing_rhythm_lullaby_seal_128_v001;thecat_ui_reward_detail_gain_badge_192x64_v001;thecat_ui_reward_detail_upgrade_badge_192x64_v001,,Assets/TheCat/Art/UI/Cards/thecat_ui_blessing_rhythm_lullaby_card_384x160_v001.png,384x160,generated,Deterministic non-cat P0 authority blessing choice card for Lullaby Rhythm using crescent lullaby waves bell rhythm and recovery pulse symbols; contains no cat body derivative and does not derive from starter cat colored turnaround markings or costume props.
thecat_ui_battle_result_victory_banner_512x160_v001,battle_result_victory,banner,P0,design/development/prompts/p0_result_settlement_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_core_sleep_icon_64_v001;thecat_vfx_sleep_stable_wave_256_v001;thecat_ui_reward_dreamshard_icon_128_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_battle_result_victory_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 battle result victory banner using protected bedline sleep-stable wave and reward glints; contains no cat body derivative no UI text and does not derive from starter cat colored turnaround markings.
thecat_ui_battle_result_defeat_banner_512x160_v001,battle_result_defeat,banner,P0,design/development/prompts/p0_result_settlement_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_core_sleep_icon_64_v001;thecat_vfx_bed_shield_pulse_256_v001;thecat_vfx_calltyrant_warning_512_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_battle_result_defeat_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 battle result defeat banner using cracked bedline dim sleep crescent and pressure-warning arcs; contains no cat body derivative no UI text and does not derive from starter cat colored turnaround markings.
thecat_ui_settlement_run_cleared_banner_512x160_v001,settlement_run_cleared,banner,P0,design/development/prompts/p0_result_settlement_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_route_bossnode_icon_128_v001;thecat_ui_reward_fishtreat_icon_128_v001;thecat_ui_reward_dreamshard_icon_128_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_settlement_run_cleared_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 cleared-run settlement banner using ten-layer path Boss seal break fish treat and dream shard symbols; contains no cat body derivative no UI text and does not derive from starter cat colored turnaround markings.
thecat_ui_settlement_run_failed_banner_512x160_v001,settlement_run_failed,banner,P0,design/development/prompts/p0_result_settlement_banners.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_route_bossnode_icon_128_v001;thecat_ui_core_sleep_icon_64_v001;thecat_vfx_calltyrant_warning_512_v001,,Assets/TheCat/Art/UI/Banners/thecat_ui_settlement_run_failed_banner_512x160_v001.png,512x160,generated,Deterministic non-cat P0 failed-run settlement banner using broken route path dim bedline and unresolved Boss pressure symbols; contains no cat body derivative no UI text and does not derive from starter cat colored turnaround markings.
thecat_cat_saiban_hud_avatar_256_v001,saiban,avatar_icon,P0,design/development/agent_prompts/p0_asset_batch_58_starter_cat_hud_avatar_install.md,thecat_cat_saiban_combat_sprite_512_v001,saiban_turnaround_colored,Assets/TheCat/Art/UI/Icons/thecat_cat_saiban_hud_avatar_256_v001.png,256x256,generated,Batch 58 source-locked HUD avatar derived from the Saiban colored-turnaround locked combat sprite; no AI body-art candidate imported.
thecat_cat_nephthys_hud_avatar_256_v001,nephthys,avatar_icon,P0,design/development/agent_prompts/p0_asset_batch_58_starter_cat_hud_avatar_install.md,thecat_cat_nephthys_combat_sprite_512_v001,nephthys_turnaround_colored,Assets/TheCat/Art/UI/Icons/thecat_cat_nephthys_hud_avatar_256_v001.png,256x256,generated,Batch 58 source-locked HUD avatar derived from the Nephthys colored-turnaround locked combat sprite; no AI body-art candidate imported.
thecat_cat_suzune_hud_avatar_256_v001,suzune,avatar_icon,P0,design/development/agent_prompts/p0_asset_batch_58_starter_cat_hud_avatar_install.md,thecat_cat_suzune_combat_sprite_512_v001,suzune_turnaround_colored,Assets/TheCat/Art/UI/Icons/thecat_cat_suzune_hud_avatar_256_v001.png,256x256,generated,Batch 58 source-locked HUD avatar derived from the Suzune colored-turnaround locked combat sprite; no AI body-art candidate imported.
thecat_ui_skill_ready_frame_512_v001,skill_ready_frame,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_skill_ready_frame_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; ready-state frame for available skill cards; contains no cat body derivative.
thecat_ui_skill_cooldown_overlay_512_v001,skill_cooldown_overlay,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_skill_cooldown_overlay_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; cooldown overlay for disabled skill cards; contains no cat body derivative.
thecat_ui_skill_no_target_marker_512_v001,skill_no_target_marker,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_skill_no_target_marker_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; no-target marker for enemy-targeted skill cards; contains no cat body derivative.
thecat_ui_skill_hunger_cost_chip_512_v001,skill_hunger_cost_chip,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_ui_core_hunger_icon_64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_skill_hunger_cost_chip_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; hunger-cost and low-hunger chip for skill cards; contains no cat body derivative.
thecat_ui_auto_target_reticle_512_v001,auto_target_reticle,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_auto_target_reticle_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; auto-target reticle for resolved target skills; contains no cat body derivative.
thecat_ui_interaction_range_ripple_512_v001,interaction_range_ripple,skill_hud_feedback,P0,design/development/agent_prompts/p0_asset_batch_60_skill_hud_feedback_install.md,thecat_ui_panel_dreamglass_512x256_v001;thecat_style_status_icons_5x64_v001,,Assets/TheCat/Art/UI/Icons/thecat_ui_interaction_range_ripple_512_v001.png,512x512,generated,Batch 60 non-cat Skill HUD feedback asset promoted from Batch 57 candidate; interaction-range ripple for bed litter and feeder affordances; contains no cat body derivative.
thecat_vfx_saiban_bedline_skill_512_v001,saiban_bedline_skill_vfx,vfx,P0,design/development/agent_prompts/p0_asset_batch_61_starter_skill_vfx_install.md,thecat_ui_blessing_oath_bedline_seal_128_v001;thecat_vfx_bed_shield_pulse_256_v001,saiban_turnaround_colored,Assets/TheCat/Art/VFX/thecat_vfx_saiban_bedline_skill_512_v001.png,512x512,generated,Batch 61 symbolic starter skill VFX for Saiban oath bedline skills; source-locked to the Saiban colored turnaround as authority-symbol reference only; no cat body derivative or AI cat-body replacement is installed.
thecat_vfx_nephthys_moonsand_skill_512_v001,nephthys_moonsand_skill_vfx,vfx,P0,design/development/agent_prompts/p0_asset_batch_61_starter_skill_vfx_install.md,thecat_ui_blessing_dominion_sandglass_seal_128_v001;thecat_vfx_enemy_mark_ring_256_v001,nephthys_turnaround_colored,Assets/TheCat/Art/VFX/thecat_vfx_nephthys_moonsand_skill_512_v001.png,512x512,generated,Batch 61 symbolic starter skill VFX for Nephthys moon-sand control skills; source-locked to the Nephthys colored turnaround as authority-symbol reference only; no cat body derivative or AI cat-body replacement is installed.
thecat_vfx_suzune_lullaby_skill_512_v001,suzune_lullaby_skill_vfx,vfx,P0,design/development/agent_prompts/p0_asset_batch_61_starter_skill_vfx_install.md,thecat_ui_blessing_rhythm_lullaby_seal_128_v001;thecat_vfx_sleep_stable_wave_256_v001,suzune_turnaround_colored,Assets/TheCat/Art/VFX/thecat_vfx_suzune_lullaby_skill_512_v001.png,512x512,generated,Batch 61 symbolic starter skill VFX for Suzune lullaby healing and torii skills; source-locked to the Suzune colored turnaround as authority-symbol reference only; no cat body derivative or AI cat-body replacement is installed.
